"","Hugo_Symbol","pcon_condensed","gc_condensed","pcon_unified","gc_unified"
"13441","RNF43",0.0897204186955677,0.518557370284836,0.198219893371404,0.340668046840634
"13442","MTMR4",0.0321777124362175,0.24269549680329,0.0743906844766,0.161322416807872
"13443","C17orf47",0.00597202192515523,0.880636042956769,0.0746803069053708,0.294078300216408
"13444","TEX14",0.0119973593506525,0.831119042764645,0.0689655172413793,0.352699580730727
"13445","RAD51C",0.0419441005071887,0.257029316656713,0.12497054427152,0.147415809373077
"13446","PPM1E",0.0214564175953126,0.770195356783179,0.245127508969262,0.528697909285517
"13447","TRIM37",0.0278882534949621,0.402323219560512,0.0920027784646935,0.131483220590978
"13448","SKA2",0.0332840292753431,0.340214573621373,0.0750772055232318,0.0857175417460851
"13449","PRR11",0.0161738355966436,0.391540239542692,0.035827664399093,0.355375931059822
"13450","SMG8",0.0256110356533363,0.192697494684191,0.0759044014352312,0.104619349190256
"13451","GDPD1",0.021850919076713,0.490393213045564,0.0891105569409809,0.212270301048356
"13452","YPEL2",0.0234646571500754,0.246031495939538,0.0615123609413536,0.116588328990012
"13453","DHX40",0.031923188232651,0.230328193591175,0.0816467475422229,0.188466588882793
"13454","CLTC",0.0304975773696069,0.183112515931832,0.0868554633531156,0.0869266895042147
"13455","PTRH2",0.0370788495608498,0.147124364715301,0.0942452036881602,0.100420859650401
"13456","VMP1",0.0584949140627965,0.267657574092435,0.0900308366242179,0.141921874856735
"13457","TUBD1",0.0463759365992192,0.239010293311024,0.0969342047862396,0.155848809672192
"13458","RPS6KB1",0.0390119088761352,0.197964449631524,0.0748267005885337,0.117046012430331
"13459","RNFT1",0.023542953233835,0.300520974337588,0.0629596940276552,0.145266718128265
"13460","HEATR6",0.0376786491137929,0.24097514621891,0.0948215048068252,0.134693313435069
"13461","CA4",0.0104387998977896,0.650529055441289,0.0178490345737205,0.603317588809167
"13462","USP32",0.0210976640603806,0.310004409133488,0.0594540756401222,0.134302162953326
"13463","C17orf64",0.000445673232850271,0.961512512096326,0.0937794533459001,0.566374247806859
"13464","APPBP2",0.0346395715575507,0.276528558180851,0.0917737739166542,0.12108957681303
"13465","PPM1D",0.028801966455212,0.315832104663082,0.0644472248059463,0.150665376668982
"13466","BCAS3",0.0380669160406134,0.217244016449969,0.101936529372046,0.119181343167299
"13467","TBX2",0.0427785044354001,0.50980476424546,0.0669577063019686,0.4283230487518
"13468","C17orf82",0.0880783952384874,0.43898499542342,0.173790526849037,0.382774140752864
"13469","TBX4",0.0713007273385419,0.914586501456636,0.110033842495198,0.841800303204256
"13470","NACA2",0.00496204699697926,0.869496011386521,0.0975076519457805,0.620564394066799
"13471","BRIP1",0.0159532168808253,0.618746819563103,0.051985465021115,0.353840613833412
"13472","INTS2",0.0296625945440123,0.243716203498357,0.0827027588028833,0.120795968193787
"13473","MED13",0.0327442462958956,0.189602536250391,0.0710553969534504,0.0968462594112669
"13474","METTL2A",0.0351703473404086,0.133787402029146,0.0771028115260904,0.0757474946765484
"13475","TLK2",0.0317442823262305,0.227062555089452,0.0737165334003628,0.0957285976545621
"13476","MRC2",0.0461036730643763,0.453758772893075,0.0596507599858607,0.388803499081336
"13477","TANC2",0.0301472429421066,0.389501120560886,0.0776888961129429,0.282211292863547
"13478","CYB561",0.0738723647465862,0.394016062534514,0.203120612812269,0.29176602720007
"13479","ACE",0.024791351037664,0.635589705384418,0.1152788599084,0.433924073593127
