"Hugo_Symbol","pcon","gini_coeff"
"SLC25A28",0.076040394597815,0.100212713755043
"APMAP",0.0661125141215414,0.326947059560776
"CNTNAP3B",0.0347282839685028,0.45000490408213
"ACY3",0.011697705029127,0.734383461533449
"HTR2A",0.0455253469272161,0.404439796963162
"THOC7",0.0695979143687958,0.106692299979174
"USP4",0.0780170323487556,0.10444187292225
"C19orf70",0.0764500015619316,0.0853241604927732
"GRIK2",0.105482159575575,0.541936000128032
"SLC50A1",0.111806055139782,0.0966195848396567
"PTPN11",0.0734519032147144,0.121199891119738
"SUPT20H",0.0794983423604452,0.145326621190732
"SLC44A5",0.0246913580246914,0.54044551798175
"ZNF484",0.0812132831895386,0.156735283495847
"DGKB",0.0118058099236426,0.612675369486956
"DPYSL3",0.107666226971821,0.469319215427829
"PHTF2",0.0721894420609286,0.140144440811062
"SACS",0.0711829592734487,0.375025513581314
"CLSTN2",0.028126682217836,0.608820515120982
"TNFSF10",0.103304046107252,0.243617355092227
"C12orf60",0.107068003931274,0.265069503207596
"GNLY",0.0254470246923783,0.424107263843855
"SPRED2",0.0646804244682864,0.121829545386555
"MSRB2",0.0769784383079144,0.176026149179113
"ATG5",0.0911852940345839,0.0921892323515929
"SPRN",0.0957178841309824,0.191925033234857
"GTF2I",0.077647469154641,0.150732849762393
"DHH",0.0567607597142359,0.232277132172585
"POM121L7",0.0676496097137901,0.437720995396624
"CEP350",0.069855197922405,0.152047327033555
"TGIF1",0.0883116020223223,0.174310880616181
"HNRNPA1L2",0.0872374006632743,0.225113490821527
"PRKCH",0.0808042072970308,0.237300481192231
"WDR66",0.0400729552711932,0.415087523017039
"LPHN3",0.0509009880021731,0.391915792098108
"ZFAND6",0.0748141584633209,0.0765245149416698
"RPUSD3",0.0778157784132583,0.0759506691880212
"SLC25A32",0.0685290122525143,0.0921704861004833
"DCD",0.017526217497486,0.62004795951068
"LRRK2",0.0167448112175598,0.616570131601744
"ATF5",0.0237183720952615,0.722500070331532
"RBM41",0.0773941861144579,0.121102673764055
"ZNRD1",0.0736251540051522,0.102838785879382
"OR52N2",0,0.826461538461539
"ZCCHC2",0.0759366926181739,0.157966220561118
"FABP1",8.66625195287458e-06,0.90960827993254
"CDKN3",0.0284421828882719,0.414441022766546
"SYNE2",0.0383316383158698,0.244652138411215
"DIRC2",0.0849546162104577,0.17468537507048
"ZMYND11",0.0817221826839535,0.181601991755257
"PPARGC1A",0.0314129487564108,0.543517379918614
"CRYL1",0.0674566434783603,0.455026819539477
"C2CD4B",0.027889224756496,0.424443645878106
"PCSK6",0.0140188972681123,0.669517401229013
"ITGB3BP",0.0757808489292192,0.12304187664236
"ATF7IP2",0.0399393782246916,0.380046779326861
"CRIPAK",0.0665045982905352,0.218166319384046
"WAS",0.0483694217944188,0.334460606732055
"NMNAT1",0.0755980190823149,0.137682738578618
"SUPV3L1",0.0697321892514119,0.0795186274440205
"TSPO2",0,0.654091618210183
"MDGA1",0.0532937402663815,0.303004078509065
"RHOBTB1",0.0516926368970403,0.336224260995195
"GAPDHS",0.0259649122807018,0.461646423751687
"KIAA0040",0.0522026017716438,0.283104021894395
"DNAJA4",0.144126344485139,0.291643195762964
"SLC24A3",0.0778859705522535,0.374950063845509
"ECE1",0.0884824763645443,0.188802809218215
"IFRD1",0.06489655223703,0.159476962282918
"GPRC5D",0.0569730210920786,0.372025522110953
"HNRNPUL2",0.0776365983314157,0.106229607839218
"CCDC41",0.0590027741925913,0.183589697942807
"PRDX1",0.0535494002668226,0.167781287431262
"CCDC66",0.0680784229804325,0.224579575062124
"RPL7",0.0777514812387856,0.204360627642524
"ARHGAP26",0.0628903816494667,0.178397672064069
"DIMT1",0.0843168253841333,0.148036359817057
"NDUFC2",0.0695789542904621,0.132002019480459
"SLC22A5",0.122171990589836,0.267732032713184
"KLRF1",0.0502540658762395,0.290539540543652
"C4orf32",0.0607171767789685,0.259338138925294
"WNK3",0.116404022212217,0.40057724055923
"FAM186A",0.108641975308642,0.204502541757444
"ARL6",0.0829964223935906,0.205785642938125
"SPOCK3",0.877295011845222,0.844303662907243
"AC105020.1",0.0344470666169834,0.357926551567093
"BRCA1",0.0542066629023151,0.195049098059132
"CHIC2",0.0616180722371657,0.114425303699048
"KCNIP3",0.0619963702359347,0.489097972984477
"NGF",0.0396661881633655,0.36533240722252
"LMLN",0.0846995853023435,0.181643508386685
"FKBP5",0.101477997017987,0.382139996726003
"GUSB",0.0777724973800917,0.165778693511016
"B9D2",0.0746890052823949,0.17862833615803
"CGB5",1,0.923076923076923
"EIF2B1",0.0819706448273042,0.0836014833588203
"ETV6",0.0751894119627838,0.210227992596393
"YIPF5",0.0780163592136,0.104196295721065
"MLXIPL",0.00473532433531025,0.823242296896354
"ZNF273",0.0624454235796799,0.347409840907332
"COMMD6",0.0679681232269611,0.161542178251652
"METTL23",0.0798238847824318,0.100919598813652
"FAM127C",0.102381875213121,0.220910543721775
"PSEN1",0.0783007834530908,0.0907080578897053
"RASAL3",0.0464280701754386,0.265899209562368
"RP1-102H19.8",0.073270013568521,0.182006053647844
"SCAPER",0.075261001717986,0.0960203249394165
"HPS1",0.0791626432488567,0.107127433984003
"ADSS",0.0799435000764054,0.108479888521657
"CTCF",0.0798232042396178,0.101427066362936
"SPATA12",0.0296602552579543,0.344529100236453
"GCK",0.0353513651619497,0.57143393148596
"TMEM184B",0.0672632343483403,0.158806952030974
"NBEA",0.113571453965846,0.331184097416632
"CRAT",0.0816965614860194,0.241800379322646
"RABGEF1",0.0785148457846913,0.109532976058077
"GCKR",0.00281157473066109,0.888073551356376
"PAGE2B",0.0646603098927294,0.44737324653892
"ANKRD20A1",0.0741856225727193,0.377719926107023
"STARD3",0.0824281051729616,0.10633225478441
"ZNF714",0.0732163713313323,0.291704302077668
"PLGLB2",0.00135683195515587,0.909463128309357
"CNGA1",0.0584998960820991,0.535188350818387
"CADPS2",0.0910301435875169,0.367314085945556
"ANO8",0.0596008372619752,0.250546779835044
"PMVK",0.074636497982223,0.0879882053220045
"SLC39A13",0.0699531789119195,0.267528204254627
"NPTX1",0.0533474998688284,0.673253500264361
"NBPF16",0.0595410717705593,0.279758434774714
"TBXA2R",0.0511274546404838,0.319979629618993
"ASS1",0.0263688220596378,0.586732647911977
"ENPP6",0.160119955623353,0.60640794512657
"SGTA",0.0866317618575737,0.0784134482133219
"AC011239.1",0.323826714801444,0.729741738405998
