"","Hugo_Symbol","PRAD_Median"
"3934","PMPCB",1417.385
"3935","RP11-89K11.1",66.34
"3936","DEFA1",3.345
"3937","VPS37D",102.61
"3938","IMPDH2",3201.56
"3939","HUS1",285.055
"3940","SNAI2",567.1
"3941","SH3BGRL3",2112.205
"3942","HCAR1",22.44
"3943","PARD6B",35.38
"3944","ERAP1",475.06
"3945","ABCA9",10.355
"3946","GNAT1",0
"3947","NELFCD",1299.64
"3948","C8orf33",842.375
"3949","PHF19",376.425
"3950","PHF13",273.37
"3951","LHB",0
"3952","VSIG10L",131.995
"3953","NAGPA",220.325
"3954","NR3C2",98.385
"3955","HAMP",45.21
"3956","COLCA2",145.035
"3957","NAA20",1442.15
"3958","RGPD5",170.25
"3959","SYCP2",47.84
"3960","MYLPF",40.79
"3961","PTEN",663.015
"3962","B4GALT3",887.365
"3963","ZNF777",282.085
"3964","ACAD8",1299.705
"3965","PDZD4",166.735
"3966","ZFR2",14.695
"3967","SPNS2",129.695
"3968","HSFX1",0
"3969","NARG2",633.79
"3970","PHF20",288.035
"3971","NKRF",134.3
"3972","POPDC2",647.205
"3973","GUCY1A3",684.02
"3974","HIRA",270.54
"3975","NAT2",6.915
"3976","LYPD1",14.455
"3977","P2RX5-TAX1BP3",5.61
"3978","RPE",665.29
"3979","DNTTIP1",693.58
"3980","SFT2D1",1611.415
"3981","TMEM229B",101.9
"3982","RAB27B",438.625
"3983","MMP23B",110.835
"3984","TTLL10",2.955
"3985","DPEP3",1.51
"3986","PTRF",4955.165
"3987","B3GALT4",358.575
"3988","SRP9",4419.52
"3989","NUP188",443.205
"3990","MST4",426.73
"3991","VPS36",620.68
"3992","TRAF4",944.595
"3993","MPP1",610.02
"3994","NDUFS3",2368.125
"3995","PPP1R13L",1220.985
"3996","GPC1",1135.225
"3997","GIF",0
"3998","KCNK7",16.27
"3999","TMEM99",728.11
"4000","CNN1",19148.365
"4001","EXOSC5",449.38
"4002","MRTO4",462.045
"4003","VAPB",705.73
"4004","SCRIB",819.3
"4005","LRRC4",19.395
"4006","AC040160.1",0
"4007","ATXN7",156.605
"4008","CASP12",10.08
"4009","AIF1L",193.015
"4010","TRIM6",72.775
"4011","PTPN13",292.055
"4012","CCL8",7.73
"4013","MCUR1",239.545
"4014","TDP1",167.9
"4015","PCGF5",509.255
"4016","PQLC2",304.51
"4017","KRTAP5-1",2.02
"4018","ARNT2",146.05
"4019","CYP11A1",30.56
"4020","SOBP",164.52
"4021","SMAD6",208.39
"4022","IGFL2",1.73
"4023","GNG2",148.175
"4024","PLK1",26.285
"4025","LGALS9C",6.24
"4026","MEIS3",392.44
"4027","ZNF573",49.385
"4028","TMED6",14.57
"4029","FAM120AOS",1402.69
"4030","DIO3",33.54
"4031","ABCB9",65.505
"4032","TMEM200C",5.105
"4033","RCBTB1",300.38
"4034","ACBD6",575.03
"4035","IGSF1",63.225
"4036","FLYWCH2",1187.74
"4037","ALKBH5",1703.355
"4038","GFRA1",52.085
"4039","DDX55",288.015
"4040","PLCL2",62.56
"4041","TUBAL3",2.42
"4042","ADAMTSL2",80.01
"4043","VPS4A",1857.6
"4044","RLBP1",0
"4045","PPP1R14B",1019.51
"4046","SLC12A1",1.63
"4047","ZNF665",111.21
"4048","ITGA5",1514.335
"4049","GALM",368.655
"4050","LRWD1",239.52
"4051","TMEFF2",866.09
"4052","POLR2A",1299.64
"4053","WSCD1",19.68
"4054","CNTNAP1",110.045
"4055","PIR",337.985
"4056","C12orf49",236.21
"4057","BAP1",1139.15
"4058","DTWD1",653.875
"4059","CEP44",179.395
"4060","SPECC1",348.71
"4061","RCE1",428.055
"4062","KCNH8",9.305
"4063","AIF1",581.475
"4064","CYP4B1",612.24
"4065","TOP3A",271.485
"4066","PFKL",2061.24
"4067","EIF1AY",869.085
"4068","SUMO4",3.165
"4069","ADAMTS6",5.965
"4070","LCN12",80.57
"4071","INIP",284.04
"4072","C11orf82",14.245
"4073","POLR1B",175.735
"4074","TANGO2",525.39
"4075","PCDH9",30.47
"4076","EPHA6",23.76
"4077","HIST2H2AB",1.79
"4078","SLC9A8",201.255
"4079","ATP5S",413.435
"4080","KDM1B",129.69
"4081","NACA",42789.67
"4082","CDKN2C",219.565
"4083","HYLS1",104.79
"4084","CDCA4",122.645
"4085","TBC1D32",71.5
"4086","DDX25",4.82
"4087","KLRG1",35.935
"4088","CXorf67",1.6
"4089","LRFN1",26.285
"4090","METTL11B",0
"4091","POC1A",38.26
"4092","CTD-2215E18.1",0
"4093","RNF165",62.35
"4094","DMRT2",5.845
"4095","MARCH8",466.98
"4096","CHAD",21.865
"4097","PIGL",274.325
"4098","RP11-795F19.5",15.03
"4099","YIPF4",708.195
"4100","USP11",1159.1
"4101","PERP",2126.7
"4102","SYNGR2",7589.61
"4103","NFKBIB",409.15
"4104","SLC35E2",87.07
"4105","F8A1",559.4
"4106","INTS6",343.925
"4107","KDM5C",651.58
"4108","RPA2",878.17
"4109","SFSWAP",441.64
"4110","PRR16",162.18
"4111","DPP10",1.065
"4112","ZHX2",460.44
"4113","JPH1",74.395
"4114","LILRA1",10.71
"4115","UQCRB",7804.7
"4116","ASB9",25.26
"4117","GGNBP2",848.245
"4118","TPI1",9247.53
"4119","NOTCH2NL",649.325
"4120","ABCA1",66.205
"4121","API5",1159.07
"4122","MIOX",3.155
"4123","KIAA1429",691.18
"4124","FAM27A",90.14
"4125","MYBBP1A",629.35
"4126","CCP110",183.195
"4127","DRG1",1268.49
"4128","FCER2",4.03
"4129","PPP2R1B",223.415
"4130","CELA2A",0
"4131","PAPD7",252.355
"4132","ALG2",1005.415
"4133","MUC5B",3.26
"4134","SATB2",50.09
"4135","ACOT2",691.215
"4136","RPL14",30785.28
"4137","NT5C3A",373.81
"4138","CT45A5",0
"4139","UBL7",1238.045
"4140","IFT52",638.16
"4141","UBE2W",279.14
"4142","SCN1A",0
"4143","ITK",19.605
"4144","HIST1H2BL",5.955
"4145","TBCD",1685.755
"4146","LAIR1",172.92
"4147","SPIB",30.94
"4148","ARMC10",775.12
"4149","CRCP",583.085
"4150","CLMN",275.28
"4151","CITED1",462.065
"4152","AF196779.12",0.485
"4153","HRSP12",585.13
"4154","PAXIP1-AS2",146.03
"4155","PKIA",281.09
"4156","OSTF1",928.3
"4157","GRIK4",5.82
"4158","EHF",1963.62
"4159","RP9",275.285
"4160","NELL1",95.03
"4161","FDFT1",3677.77
"4162","SLC11A1",39.715
"4163","POLR2I",2104.625
"4164","TMEM178A",118.43
"4165","SIK3",328.745
"4166","TMEM30A",1277.29
"4167","MESDC1",209.11
"4168","KRTAP3-1",2.985
"4169","NOMO3",912.34
"4170","ETV3",281.095
"4171","GRB2",1277.29
"4172","ZCCHC12",9.785
"4173","ATP13A1",869.085
"4174","RBM28",313.1
"4175","FAM46C",240.355
"4176","TMEM194A",133.36
"4177","USP12",250.605
"4178","CHST5",4.39
"4179","XIRP1",0.83
"4180","DPCD",633.73
"4181","RASSF8",283.06
"4182","SIGLEC10",61.735
"4183","SMIM17",5.17
"4184","TDRD10",20.49
"4185","LRRC8D",160.465
"4186","CXCL2",207.67
"4187","RNF181",4404.25
"4188","RP11-399J13.3",0
"4189","DEPDC7",40.215
"4190","CUZD1",10.795
"4191","PTBP1",3113.985
"4192","C22orf23",106.635
"4193","SHISA8",0
"4194","PPP1R7",2966.595
"4195","TMEM87A",2004.85
"4196","PRADC1",669.92
"4197","AFM",0
"4198","TAF1D",1081.39
"4199","CPT2",419.225
"4200","CHST11",108.18
"4201","S100A13",2417.735
"4202","BMP5",52.445
"4203","PTGDS",20459.51
"4204","CAPNS2",49.385
"4205","B4GALNT4",131.055
"4206","HIST3H2A",271.485
"4207","LRRN4",1.235
"4208","TUBGCP6",503.95
"4209","CATSPERB",17.25
"4210","TLN2",65.72
"4211","ASCL5",2.775
"4212","SPOCD1",8.885
"4213","FAM216A",122.25
"4214","SLC7A5",162.465
"4215","CCDC120",210.575
"4216","PHC3",287.185
"4217","CTDSP1",3291.59
"4218","MTIF3",1535.49
"4219","OXER1",75.64
"4220","MGAT4A",282.105
"4221","C9orf78",1594.73
"4222","F7",8.85
"4223","RPTOR",385.87
"4224","TMEM161A",669.94
"4225","DCAF10",314.17
"4226","NDST2",303.47
"4227","PCDHAC1",1.48
"4228","TNIP2",593.28
"4229","MEF2D",647.07
"4230","VAMP1",226.54
"4231","CTD-3074O7.11",0
"4232","PSMD4",3179.435
"4233","ZMAT2",1745.2
"4234","GSDMD",1402.755
"4235","COX19",126.58
"4236","GSDMB",89.985
"4237","CTD-2616J11.11",24.02
"4238","TOR1AIP2",290.03
"4239","UBE2G1",698.43
"4240","SHOX2",0.805
"4241","NID2",201.255
"4242","FAM64A",10.51
"4243","ATP1A1",7057.845
"4244","HAT1",928.32
"4245","TAP2",338.015
"4246","RGPD6",248.9
"4247","FIBCD1",6.335
"4248","DDC8",0.825
"4249","GALNT8",7.025
"4250","PPIAL4G",2.445
"4251","GHRL",22.835
"4252","NUDCD1",195.095
"4253","SERINC2",2739.34
"4254","ARMC6",571.065
"4255","ZBTB41",98.73
"4256","NASP",1452.19
"4257","CLECL1",9.595
"4258","ALDH1B1",808.02
"4259","MUC6",5.545
"4260","MEST",347.5
"4261","SFI1",263.125
"4262","RBP1",857.145
"4263","PRDM2",478.375
"4264","CIRBP",11228.52
"4265","NAAA",2040.515
"4266","ZNF461",94.01
"4267","CPNE6",140.04
"4268","AL138764.1",0
"4269","PGK2",0
"4270","C1orf127",2.195
"4271","MARK4",465.29
"4272","ANKRD44",105.89
"4273","CENPQ",86.43
"4274","RNASE7",13.62
"4275","GAS2",19.82
"4276","ATP6V1A",551.56
"4277","OR7D2",0.9
"4278","COPS8",1100.37
"4279","SLC4A1",0.195
"4280","GOLGA1",241.2
"4281","FAM171A2",32.36
"4282","ZDBF2",47.36
"4283","ZNF622",591.22
"4284","PDZD3",1.34
"4285","TCTEX1D2",321.915
"4286","SPNS3",12.93
"4287","TNC",903.43
"4288","ZNF397",287.01
"4289","TMSB15B",164.995
"4290","IL24",14.835
"4291","KDM1A",1191.69
"4292","FBP2",0.54
"4293","AC011997.1",2.76
"4294","LENEP",1.94
"4295","ADC",119.26
"4296","RNF112",81.73
"4297","ZNF773",123.07
"4298","FAM50B",255
"4299","EIF2S3L",6.7
"4300","GCH1",111.21
"4301","ARHGEF9",260.38
"4302","TSPAN4",1044.52
"4303","OLR1",24.4
"4304","PPIL4",485.065
"4305","PVRL1",446.485
"4306","TPPP3",270.54
"4307","LRRC15",3.51
"4308","PDLIM3",2591.83
"4309","USP7",984.705
"4310","L3MBTL2",500.475
"4311","BEX1",176.505
"4312","AJAP1",12.79
"4313","MROH7-TTC4",8.715
"4314","NRG1",48.355
"4315","KRT27",2.15
"4316","NANP",49.91
"4317","ISY1-RAB43",165.12
"4318","RDH11",18021.39
"4319","CENPO",76.17
"4320","CETN3",640.4
"4321","COX4I1",17865.985
"4322","P4HA3",60.825
"4323","CHMP2A",4720.43
"4324","GREB1",945.505
"4325","CRHR2",2.685
"4326","ACTA1",94.865
"4327","ODF2L",340.34
"4328","PPIL2",788.615
"4329","PODN",805.325
"4330","EMILIN2",193.715
"4331","C4BPB",1.31
"4332","HSPA9",2885.305
"4333","MCMDC2",12.645
"4334","NXPH4",263.57
"4335","PARP15",9.06
"4336","AC020922.1",7.14
"4337","C14orf164",3.485
"4338","UQCRH",7280.4
"4339","CRISPLD1",274.34
"4340","ENHO",222.05
"4341","IGFBP2",6058.61
"4342","CAPN10",320.8
"4343","HSPA4",941.295
"4344","AP1AR",221.865
"4345","RAB37",78.34
"4346","ZNF16",183.82
"4347","CHRNA10",12.645
"4348","CGGBP1",848.245
"4349","RP11-10A14.4",1.85
"4350","MYO3A",2.32
"4351","MAST2",395.18
"4352","PPP2R2A",851.175
"4353","AHRR",8.68
"4354","PAQR6",41.96
"4355","WDR47",131.975
"4356","CCNI2",54.335
"4357","TNRC18",884.29
"4358","TGFB1",530.975
"4359","IPPK",161.02
"4360","MTUS2",8.83
"4361","C9orf16",2194.835
"4362","NEK7",555.42
"4363","MAPKAPK2",1037.29
"4364","TRAF5",185.845
"4365","ZNF772",94.03
"4366","KLRC2",3.23
"4367","AMIGO1",187.71
"4368","HRH2",21.955
"4369","LYSMD2",296.14
"4370","HGF",81.14
"4371","CTD-3214H19.16",0
"4372","LRRC43",26.675
"4373","EFCAB5",2.35
"4374","RAB14",1115.69
"4375","MAPT",244.595
"4376","SLC5A3",48.02
"4377","ULK2",244.595
"4378","REPS1",674.59
"4379","HRNR",4.28
"4380","CYB561A3",878.195
"4381","ELP6",896.64
"4382","RARRES2",4123.59
"4383","BCLAF1",1123.51
"4384","SUSD4",237.065
"4385","CES4A",108.52
"4386","CASZ1",557.345
"4387","C5orf45",622.83
"4388","SCGB3A2",0
"4389","G2E3",132.44
"4390","LL22NC03-75H12.2",0.855
"4391","ATP6V1B2",967.785
"4392","MPND",622.86
"4393","SLC5A11",2.355
"4394","ALX3",1.035
"4395","CLHC1",133.36
"4396","SEC13",2573.36
"4397","GPSM3",267.785
"4398","CRABP1",36.405
"4399","PIH1D1",1956.785
"4400","NXF1",1679.885
"4401","GKN1",0
"4402","GPATCH11",92.7
"4403","ZNF740",377.725
"4404","ZNF565",70.26
"4405","DHDH",204.08
"4406","DAB2",279.165
"4407","ABHD15",136.665
"4408","LRRC55",1.85
"4409","TMEM138",984.75
"4410","EML2",1055.5
"4411","NKAIN4",3.425
"4412","GSG1",0.905
"4413","WDR7",157.145
"4414","SSR2",7230.1
"4415","OVCH1",0
"4416","CLPTM1L",1838.385
"4417","RNF128",75.385
"4418","VAT1L",4.35
"4419","SUDS3",454.095
"4420","ARMCX1",733.19
"4421","IFNAR1",738.29
"4422","TIGD2",112.775
"4423","MSI2",753.83
"4424","MEP1B",0.39
"4425","GPRC5A",241.285
"4426","EMR1",5.255
"4427","FOSL1",63.445
"4428","PCDHGA12",34.14
"4429","FOLH1",2032.9
"4430","PTK2B",658.435
"4431","DCTN1",2555.58
"4432","SGMS1",521.76
"4433","PRR15L",827.995
"4434","KIF18B",3.095
"4435","ASCC3",346.29
"4436","MID1IP1",783.54
"4437","KCNJ12",11.8
"4438","MPP3",121.365
"4439","GMPPB",890.53
"4440","PELO",308.165
"4441","LINC00908",68.07
"4442","TRIP11",243.725
"4443","TNR",0.345
"4444","LINC00923",1.5
"4445","MON2",388.485
"4446","SHH",34.51
"4447","RP11-248J23.6",1.435
"4448","DEPDC1",11.885
"4449","AMACR",532.79
"4450","CTNS",286.02
"4451","C3orf17",532.755
"4452","KLHL21",676.94
"4453","C11orf96",446.4
"4454","LYSMD4",110.835
"4455","ANKRD7",8.095
"4456","IL12RB1",17.9
"4457","GPR157",99.085
"4458","PSMA8",0
"4459","BNIP3L",1403.095
"4460","MYO1E",410.575
"4461","RP11-47I22.3",14.78
"4462","SLC2A9",191.675
"4463","DCUN1D1",367.39
"4464","NEDD1",231.32
"4465","NOMO2",863.075
"4466","CCNT2",270.55
"4467","GRP",27.64
"4468","MCM5",423.655
"4469","SIKE1",328.795
"4470","ZDHHC4",1572.8
"4471","AXL",381.715
"4472","DLX2",0.585
"4473","HKR1",912.34
"4474","MED28",571.065
"4475","SP110",396.575
"4476","RP11-155D18.14",0
"4477","CORO2B",46.675
"4478","SH3TC1",245.46
"4479","GINS1",26.57
"4480","HIST2H2AC",51.17
"4481","GBP3",446.29
"4482","TXNIP",9058.505
"4483","RINT1",235.39
"4484","IL10RB",802.43
"4485","SLC33A1",563.18
"4486","HIST1H2AC",2895.31
"4487","ISOC1",549.655
"4488","HIST1H2BE",13.625
"4489","MYOZ1",43.49
"4490","SLC6A14",35.755
"4491","WBSCR16",890.44
"4492","LEPROTL1",660.68
"4493","HEATR2",307.69
"4494","EIF3B",1991.045
"4495","H1F0",5408.38
"4496","PID1",343.89
"4497","ZNF598",518.15
"4498","TMEM236",1.07
"4499","STYK1",290.03
"4500","PELI2",113.185
"4501","RHOC",9376.64
"4502","DNASE1L1",542.075
"4503","ERP44",551.58
"4504","CDK11B",1040.905
"4505","PSG1",0
"4506","MOSPD1",222.635
"4507","PRMT5",1147.08
"4508","FADD",262.205
"4509","MRPL18",1806.78
"4510","PKHD1L1",8.795
"4511","NAALADL1",310.025
"4512","RXRB",854.13
"4513","PRR14",751.22
"4514","FHDC1",133.83
"4515","RPS4Y1",10622.77
"4516","FKBPL",114.76
"4517","FAM110A",452.735
"4518","HFE",240.47
"4519","MALL",667.7
"4520","KRI1",540.205
"4521","KIAA1024",8
"4522","AGO4",183.84
"4523","CCNI",6164.49
"4524","DDT",4095
"4525","CPLX2",3.905
"4526","SERPINA5",106.7
"4527","TRIM37",301.33
"4528","PPARG",148.175
"4529","SSR3",3349.445
"4530","PRPS1",649.325
"4531","PARM1",2171.405
"4532","ZNF717",123.94
"4533","NR1D2",400.71
"4534","PHYKPL",672.255
"4535","PISD",523.575
"4536","TM6SF1",94.02
"4537","DMAP1",825.025
"4538","ATP1B1",1639.63
"4539","RFTN2",35.5
"4540","GIMAP2",150.17
"4541","TIAL1",1238.045
"4542","SF1",3515.68
"4543","TDRP",309.83
"4544","FAM111A",589.205
"4545","ITGAL",59.785
"4546","LDHC",1.56
"4547","SQLE",527.375
"4548","MGC10955",1.12
"4549","EXD1",0.335
"4550","KMT2C",431.035
"4551","HOGA1",31.675
"4552","ITIH2",0.765
"4553","C3orf62",147.575
"4554","HCN4",3.055
"4555","HORMAD1",0.84
"4556","UBE2H",1005.415
"4557","CHP1",1281.735
"4558","FBXW7",192.34
"4559","MCM8",92.7
"4560","ANKRD46",393.825
"4561","ZNF568",134.77
"4562","CHURC1-FNTB",6.36
"4563","SARDH",76.715
"4564","CDK17",310.96
"4565","COL14A1",270.55
"4566","C3orf14",730.65
"4567","MFAP3L",79.18
"4568","FNDC1",4.82
"4569","C19orf60",1108.295
"4570","DMWD",540.205
"4571","NBR1",1645.53
"4572","ZNF596",95.675
"4573","TTYH3",388.37
"4574","ZNF391",61.9
"4575","OTOA",2.57
"4576","C10orf118",308.76
"4577","NFE2L3",69.77
"4578","RBM14",725.595
"4579","C12orf66",79.73
"4580","SYCN",0
"4581","EXO5",134.3
"4582","PARP2",331.04
"4583","ALYREF",1369.07
"4584","C1orf226",133.37
"4585","OFD1",555.42
"4586","VPS45",753.83
"4587","DDX53",0
"4588","GNL3L",115.97
"4589","CAND1",925.09
"4590","TMOD1",306.77
"4591","PDZD2",64.34
"4592","ZCCHC9",516.38
"4593","UGT2B7",2.17
"4594","RANBP3L",201.425
"4595","PFDN4",665.35
"4596","CKMT2",206.25
"4597","MATN2",2209.735
"4598","BET1L",1290.72
"4599","CDK7",491.85
"4600","NHLRC2",143.51
"4601","NDUFS7",2442.97
"4602","TMEM91",223.415
"4603","AL136531.1",1.065
"4604","C8orf82",748.685
"4605","LMAN1L",1415.51
"4606","CTSD",9441.865
"4607","CCDC89",18.43
"4608","FBXO41",48.01
"4609","SLITRK5",39.7
"4610","STAT5B",802.43
"4611","ENTPD6",2279.63
"4612","TMEM55A",297.17
"4613","SHF",214.275
"4614","NFATC2",59.97
"4615","CCDC136",354.82
"4616","CTD-2583A14.10",83.165
"4617","MBD2",1143.13
"4618","C1orf115",810.93
"4619","LCE2B",0
"4620","MGST2",3028.95
"4621","CLDN12",595.355
"4622","AK8",41.965
"4623","ERCC1",1800.535
"4624","FOXD4L4",0.64
"4625","DCAF15",416.32
"4626","TLE2",1019.51
"4627","ORM2",415.53
"4628","TBKBP1",230.52
"4629","TTPA",1.19
"4630","SLC36A4",118.015
"4631","TMEM120B",118.845
"4632","MXI1",1023.025
"4633","AURKA",30.015
"4634","CUL3",1290.655
"4635","SNX10",65.555
"4636","MAPK8IP1",325.29
"4637","TMEM82",0
"4638","SOX15",249.73
"4639","ERLEC1",2040.22
"4640","LYRM7",131.995
"4641","RLIM",271.48
"4642","DNAJC13",347.5
"4643","SERPIND1",1.055
"4644","TCEB3C",0
"4645","SH3D19",627.17
"4646","AGAP9",32.475
"4647","RSPO3",124.81
"4648","MDM1",221.1
"4649","FGD2",70.755
"4650","FGL1",5.5
"4651","RGPD1",6.52
"4652","GALNT4",92.375
"4653","FADS1",471.91
"4654","GPKOW",497
"4655","EIF4A2",8219.49
"4656","RP11-552F3.12",8.315
"4657","BAG1",2319.15
"4658","BANF2",0
"4659","GYPC",881.485
"4660","CCDC81",28.65
"4661","HN1",1327.035
"4662","LMBR1",557.345
"4663","PLEC",1026.56
"4664","EIF4ENIF1",392.475
"4665","PSAPL1",0.38
"4666","GPX3",4299.055
"4667","FAM102B",147.575
"4668","IL12RB2",3.545
"4669","TCF4",301.36
"4670","FREM3",0.305
"4671","HIST1H4B",1.42
"4672","IGSF10",2.33
"4673","FAM132B",8
"4674","AC016745.1",0
"4675","MARK2",614.24
"4676","EPHB2",48.52
"4677","TMC8",55.305
"4678","EVA1B",403.54
"4679","SCARA5",36.66
"4680","KSR2",4.3
"4681","USF1",906.03
"4682","PRKAG3",1.115
"4683","GPLD1",44.25
"4684","TPD52",3665.11
"4685","LYRM5",658.395
"4686","BRD3",409.155
"4687","ANKRA2",505.705
"4688","ACO2",1950.05
"4689","SURF4",3431.415
"4690","MAML1",328.745
"4691","RSPH4A",7.25
"4692","ACAP1",215.77
"4693","CDH26",334.755
"4694","ANO6",545.875
"4695","RNF11",1977.24
"4696","RAB36",133.84
"4697","DCBLD1",96.68
"4698","SCP2",3970.38
"4699","LIMA1",1340.875
"4700","CBWD7",36.425
"4701","LSM11",82.87
"4702","PSMB2",938.015
"4703","CAAP1",319.685
"4704","SF3A1",1715.21
"4705","ITLN2",33.455
"4706","LEPR",167.9
"4707","ZXDC",304.495
"4708","KCNRG",16.33
"4709","MSANTD4",192.435
"4710","AKR1A1",3969.235
"4711","GPR65",24.99
"4712","LAMTOR2",2178.88
"4713","KIF26A",12.7
"4714","FOXL1",10.005
"4715","HAPLN2",81.14
"4716","KDM2B",214.275
"4717","SUCLG1",1890.095
"4718","SFTA2",3.245
"4719","TTC31",270.54
"4720","SERPINB13",2.635
"4721","ARF5",4655.43
"4722","IQCD",26.955
"4723","GTF3C6",2610.865
"4724","C10orf90",1.33
"4725","DENND5B",48.18
"4726","RTTN",110.075
"4727","ARFIP1",614.24
"4728","PRPF31",1175.295
"4729","TTC4",379.04
"4730","RP11-500M8.7",252.355
"4731","MUC4",98.66
"4732","PEG3",54.34
"4733","DLK1",4.17
"4734","CXorf57",24.91
"4735","MCAM",1629.235
"4736","N4BP2L1",326.435
"4737","CCDC155",0.42
"4738","GTSF1L",0
"4739","POMK",51.18
"4740","CSTF2T",324.18
"4741","SLC25A37",799.675
"4742","RPP40",123.5
"4743","SRSF12",32.71
"4744","DXO",455.67
"4745","CDH16",0.27
"4746","FAM21C",423.61
"4747","KMT2A",289.025
"4748","SLC4A9",1.28
"4749","SETD9",228.925
"4750","RPS6KB2",1127.38
"4751","WDR48",542.075
"4752","TTC9",87.04
"4753","RALGAPA1",447.82
"4754","FAM83H",316.37
"4755","MYO5C",304.495
"4756","CD40LG",8.925
"4757","TRIM46",15.795
"4758","FASTKD2",343.89
"4759","CPAMD8",1163.105
"4760","DUOXA2",14.15
"4761","RBBP5",203.365
"4762","ZFPL1",1242.34
"4763","SUN2",2591.27
"4764","GGA1",947.83
"4765","OR10AD1",1.25
"4766","RTEL1",163.855
"4767","EIF5B",1062.795
"4768","ACAA1",2808.4
"4769","LYPD3",463.825
"4770","SETMAR",703.28
"4771","KIR2DL1",0
"4772","AKR1C2",116.795
"4773","NFAT5",150.2
"4774","COBL",547.75
"4775","PELP1",764.44
"4776","TIMM8A",110.045
"4777","CREBZF",627.2
"4778","MRPS10",571.065
"4779","NUDT15",403.51
"4780","SNTB2",227.335
"4781","MDC1",337.965
"4782","AC124890.1",3.905
"4783","RBMS1",516.425
"4784","CETP",8.515
"4785","CHD4",2201.625
"4786","SENP3",1040.905
"4787","DDN",0.755
"4788","MAGEA10",0
"4789","SPA17",204.8
"4790","CTSO",730.65
"4791","AP1S1",1340.97
"4792","RPS20",57648.025
"4793","KCNH3",13.625
"4794","PDCD4",3847.29
"4795","HOXC6",8.65
"4796","PBXIP1",2546.87
"4797","PPCDC",443.245
"4798","MRFAP1L1",1788.09
"4799","KYNU",19.775
"4800","PLAU",266.815
"4801","GPR146",157.72
"4802","ZNF208",45.535
"4803","CLVS1",3.32
"4804","DCTN6",896.64
"4805","MAPK9",512.78
"4806","OR7C1",11.7
"4807","SPATA6",155.5
"4808","TAB2",1023.025
"4809","GPR88",3.07
"4810","NUDT13",47.17
"4811","TBC1D2",312
"4812","UGGT1",316.37
"4813","OXSR1",468.51
"4814","PMF1-BGLAP",262.205
"4815","PKP4",753.895
"4816","CTAGE15",0
"4817","MORC4",327.56
"4818","DPP9",495.3
"4819","UVRAG",237.86
"4820","HDAC8",337.965
"4821","MPV17L2",349.94
"4822","DPY19L2",130.145
"4823","C15orf61",177.53
"4824","CYSTM1",1040.905
"4825","METTL7A",1857.6
"4826","THUMPD2",229.725
"4827","DERL3",91.41
"4828","SHBG",15.62
"4829","DCPS",320.83
"4830","RAC3",465.6
"4831","REG1A",0
"4832","SUCLG2",1272.875
"4833","ASPRV1",29.06
"4834","AQP3",3690.61
"4835","DNTTIP2",866.07
"4836","CKAP2",127.455
"4837","SLC9B1",17.705
"4838","CLEC2L",0.36
"4839","INTS12",483.38
"4840","ALDH3B1",108.52
"4841","BIVM-ERCC5",43.57
"4842","MCM2",212.045
"4843","SPDYC",0
"4844","AEN",275.28
"4845","SLC30A4",1535.12
"4846","COPS4",869.085
"4847","ZNF813",137.62
"4848","USO1",1437.15
"4849","C14orf144",1.185
"4850","SMIM1",260.385
"4851","TEX37",0
"4852","ITM2C",4419.52
"4853","CRLF1",57.575
"4854","CDK16",1147.08
"4855","FOXN1",18.1
"4856","AC116407.2",2.375
"4857","ADCY9",118.43
"4858","MUM1L1",43.785
"4859","SLC25A5",4465.96
"4860","LEMD3",237.035
"4861","TOX2",146.555
"4862","HTR4",0.41
"4863","GBP5",28.145
"4864","ZNF675",91.73
"4865","SMCO3",22.67
"4866","SDHAF2",1104.16
"4867","SMPD1",1191.715
"4868","RGPD3",3.26
"4869","SSPN",274.41
"4870","AP000350.10",0
"4871","CCSER2",457.265
"4872","AGL",273.4
"4873","GPR1",3.55
"4874","CCDC42",0.835
"4875","ANXA4",2025.925
"4876","PRG4",1.79
"4877","KCNJ8",250.605
"4878","FAM189B",431.035
"4879","FBXW11",485.065
"4880","SHPK",156.59
"4881","SLC1A6",5.61
"4882","STEAP1B",12.785
"4883","SPDL1",75.64
"4884","MADCAM1",6.465
"4885","TPR",713.13
"4886","LAMTOR5",3768.09
"4887","WBP2NL",21.395
"4888","MS4A4E",5.04
"4889","SCO2",465.29
"4890","GLOD5",16.09
"4891","ZNF841",144.535
"4892","BLMH",463.66
"4893","TTC6",346.825
"4894","RNF146",667.605
"4895","DSCAML1",6.435
"4896","CTD-2006C1.10",0
"4897","RAC2",305.58
"4898","BRE",791.425
"4899","ESYT3",11.425
"4900","NOTUM",4.325
"4901","OTUD7B",186.445
"4902","PCDHGA10",69.765
"4903","ZNF688",452.535
"4904","PCDHGB2",43.35
"4905","FIBP",1383.365
"4906","TMEM217",18.635
"4907","MCTP1",53.195
"4908","ACTR3B",154.96
"4909","TDRD3",255
"4910","SPTA1",0.79
"4911","NPTXR",324.18
"4912","METTL9",1950
"4913","BX842679.1",0
"4914","ITGAV",589.205
"4915","PTPN9",478.445
"4916","GPT2",866.4
"4917","TBXAS1",406.325
"4918","C1orf216",172.05
"4919","TUBB4A",5.565
"4920","CYP4A22",0
"4921","PCDH19",5.775
"4922","ANKMY1",180.675
"4923","SLC25A22",334.49
"4924","CLN5",530.9
