"","Hugo_Symbol","PRAD_Median"
"13805","GABARAP",23987.16
"13806","FRMPD4",3.55
"13807","IGFBP6",3235.32
"13808","C15orf48",498.755
"13809","IL27",0.85
"13810","GYS1",819.3
"13811","GNB2L1",46182.12
"13812","FAM96A",1111.845
"13813","KRT72",0
"13814","C1orf233",27.25
"13815","EPC2",349.94
"13816","OGN",635.94
"13817","ST6GALNAC1",310.915
"13818","PRC1",112.38
"13819","SPCS2",5731.74
"13820","GALNT2",681.685
"13821","AGAP2-AS1",137.62
"13822","RDH12",30.78
"13823","PRSS3",4
"13824","KRTAP21-2",0
"13825","AC093323.1",0
"13826","VPS25",1589.22
"13827","KCTD5",341.51
"13828","TRIM23",190.36
"13829","SCAMP2",1800.535
"13830","AURKB",21.705
"13831","LIN52",171.45
"13832","PPP6R2",1048.155
"13833","MSX1",43.475
"13834","PRICKLE4",241.77
"13835","DUSP6",534.595
"13836","CYP2U1",221.865
"13837","RNF213",827.875
"13838","FAM83B",46.67
"13839","RBM48",219.555
"13840","SLC25A21",25
"13841","TBL1X",620.68
"13842","CEP170",221.88
"13843","GSTA3",1.735
"13844","ELOVL4",86.74
"13845","C5orf52",0.91
"13846","ADAMTS20",0
"13847","RFC2",419.225
"13848","ADAR",1545.73
"13849","DHRS13",627.17
"13850","ALDH1L2",46.345
"13851","UTP6",981.38
"13852","LARP4B",569.24
"13853","SEMA3F",808.02
"13854","MVP",1482.725
"13855","PM20D2",516.355
"13856","EGLN2",1513.975
"13857","RBM4",3280.26
"13858","RILPL2",938.155
"13859","SMAP2",597.415
"13860","SLC6A11",23.505
"13861","MEF2BNB-MEF2B",171.46
"13862","SOWAHB",37.875
"13863","PRPF4",422.145
"13864","EAF1",276.255
"13865","C19orf18",24.81
"13866","VTI1A",224.97
"13867","SLAIN2",1066.51
"13868","PSMC4",1794.335
"13869","A2ML1",16.375
"13870","UBE3D",51.71
"13871","RSBN1",185.11
"13872","NPPC",87.495
"13873","IRAK3",68.15
"13874","APOBEC2",9.165
"13875","C11orf53",4.205
"13876","GP1BA",9.06
"13877","CLVS2",35.575
"13878","PLB1",69.035
"13879","KPNA7",1.655
"13880","MARCKSL1",2664.215
"13881","SYCE1",23.91
"13882","GSAP",218.79
"13883","SH3PXD2B",307.72
"13884","YPEL4",14.78
"13885","WFDC5",19.895
"13886","PPFIA3",441.655
"13887","HRH3",2.375
"13888","GIMAP6",156.59
"13889","ABCC6",72.825
"13890","KIF2C",20.265
"13891","C17orf47",0.585
"13892","ZBTB44",399.32
"13893","EPB41L4A",176.965
"13894","WDR11",553.485
"13895","ZBTB10",308.76
"13896","BCL2L14",49.04
"13897","PARP8",402.165
"13898","UNC5C",35.125
"13899","IL17C",0.8
"13900","KRT25",0
"13901","SUGP1",698.41
"13902","BLOC1S5-TXNDC5",0
"13903","KIRREL",214.29
"13904","DDX19A",565.14
"13905","TGFA",69.53
"13906","MFSD10",1422.35
"13907","LMO7",991.845
"13908","NFYA",295.11
"13909","IL1A",1.47
"13910","ANXA13",4.015
"13911","ZC3H15",1008.9
"13912","DBH",3.395
"13913","TXNDC2",0.81
"13914","TTC39B",58.71
"13915","PGAM2",16.525
"13916","MRPS35",974.5
"13917","RABEP2",998.51
"13918","NDUFS2",1727.395
"13919","UBR7",426.73
"13920","STARD4",290.17
"13921","LNX1",218.84
"13922","AC068620.1",2.02
"13923","EFNB1",463.66
"13924","SLCO6A1",0
"13925","SLC25A10",701.79
"13926","BBS1",799.635
"13927","AGBL3",50.27
"13928","DNAAF3",13.69
"13929","C1S",3028.95
"13930","DUS1L",2645.74
"13931","SEMG1",25.195
"13932","FCGR1B",22.185
"13933","UBE2D3",4109.245
"13934","AKNAD1",8.515
"13935","MLPH",4435.53
"13936","GUF1",278.17
"13937","UBA5",715.595
"13938","STEAP1",2503.51
"13939","TXNRD1",1009
"13940","ID3",3639.7
"13941","VHL",429.55
"13942","ATG7",372.515
"13943","ST8SIA6",37.85
"13944","DALRD3",743.43
"13945","GSPT2",186.4
"13946","BTC",93.025
"13947","KRTAP5-7",0
"13948","ANKRD33",0
"13949","HERPUD1",8568.58
"13950","BTBD7",245.425
"13951","PCDH15",0
"13952","IFIT2",99.45
"13953","THEMIS",7.4
"13954","ABCG1",250.605
"13955","SORL1",681.655
"13956","HECTD3",505.705
"13957","IBA57-AS1",6.04
"13958","CKLF",587.13
"13959","PRH1",0
"13960","SSFA2",912.34
"13961","C1GALT1",153.35
"13962","WIPF2",281.09
"13963","GBE1",312
"13964","TMEM156",11.13
"13965","ADCY4",152.28
"13966","CDC42EP3",1336.595
"13967","LACTB2",346.3
"13968","NDUFA1",3455.29
"13969","GXYLT2",43.33
"13970","CTAG2",0
"13971","DYNLL2",984.705
"13972","DIO2",167.335
"13973","TAC3",1.82
"13974","ATG2A",281.09
"13975","NHLH1",0.975
"13976","ARHGAP18",221.1
"13977","ANO7",1234.22
"13978","CA4",78.41
"13979","ZNF682",110.82
"13980","TBC1D3H",17.9
"13981","RP11-697E2.6",5.15
"13982","PTER",206.22
"13983","PPA1",2537.92
"13984","LAMB3",1033.705
"13985","SPG7",1066.48
"13986","TNMD",9.06
"13987","PDZRN3",954.45
"13988","ZSCAN20",27.74
"13989","C2orf47",317.47
"13990","CWC25",315.285
"13991","FBLN7",97.835
"13992","PDHB",1383.435
"13993","PHLPP1",131.525
"13994","SUPT7L",500.46
"13995","CNST",206.225
"13996","ABHD17B",328.745
"13997","NRBF2",289.02
"13998","TRIM66",48.355
"13999","AP4M1",480.04
"14000","ZNF426",113.565
"14001","ANKRD61",3.395
"14002","RYR1",51.365
"14003","COLGALT2",60.94
"14004","NME8",4.88
"14005","CXorf58",1.48
"14006","ZNF148",248.025
"14007","TEX9",80.57
"14008","IGF2R",585.1
"14009","KIAA1598",444.89
"14010","SLC16A6",10.275
"14011","TUSC3",1997.925
"14012","RNASE6",240.6
"14013","TRO",191.005
"14014","TENM1",22.51
"14015","SERTAD4",91.095
"14016","SLC12A2",532.74
"14017","MSANTD2",108.9
"14018","FAM168A",366.09
"14019","MRPL9",1345.51
"14020","BCL2A1",40.215
"14021","SPSB3",1139.15
"14022","GHDC",961.07
"14023","NDRG2",5129.945
"14024","EEF1D",20381.01
"14025","NT5M",107.015
"14026","TULP3",336.79
"14027","TMEM59",9057.2
"14028","NKIRAS1",228.175
"14029","SRSF2",2468.49
"14030","EYA3",199.16
"14031","TMEM106A",70.51
"14032","FGF3",0
"14033","PLA2G12A",971.18
"14034","MTRNR2L8",35.015
"14035","NCF2",63.27
"14036","HNRNPA0",1819.395
"14037","TMED8",143.51
"14038","BUD31",2201.625
"14039","CCDC126",143.02
"14040","TIFAB",1.21
"14041","ZNF641",165.005
"14042","ATXN7L3B",1378.57
"14043","ST13",6561.52
"14044","KCTD12",266.8
"14045","HMGN3",2040.02
"14046","SNX27",288.015
"14047","BCL11B",11.155
"14048","ERCC6-PGBD3",14.35
"14049","TMEM184C",488.52
"14050","GGT7",503.96
"14051","H2AFY",2748.605
"14052","RFPL1",34.145
"14053","RIPPLY2",18.84
"14054","RINL",74.855
"14055","HARBI1",60.18
"14056","C5orf49",94.675
"14057","SFTPC",5.895
"14058","NUP93",845.29
"14059","XCL2",18.5
"14060","TRIM36",306.15
"14061","POLA2",255.89
"14062","SMOX",471.775
"14063","FOXF2",153.88
"14064","RNASEL",158.79
"14065","AJUBA",280.155
"14066","PRDX3",3479.33
"14067","RHOH",97.42
"14068","SLC22A18",523.605
"14069","PCDHGA7",37.455
"14070","MLIP",6.865
"14071","CARD18",0
"14072","TOE1",226.54
"14073","CELA2B",0
"14074","RGS18",21.875
"14075","FAM106A",2.055
"14076","APOD",3433.065
"14077","CTB-133G6.1",2.095
"14078","HIST1H2BJ",178.77
"14079","SCT",3.925
"14080","LHX6",27.85
"14081","COL17A1",681.655
"14082","BEX4",2311.135
"14083","GPR114",14.09
"14084","ACSL4",275.31
"14085","ITPKC",575.03
"14086","SCRN3",417.775
"14087","ZC2HC1B",2.03
"14088","SLC16A7",16.94
"14089","FAM20C",713.13
"14090","NID1",415.035
"14091","IQGAP3",5.54
"14092","KIAA1683",43.635
"14093","CALCOCO2",2179.04
"14094","LACC1",89.85
"14095","ANGEL2",391.1
"14096","REP15",19.68
"14097","ZNF625-ZNF20",48.87
"14098","PPP2R3C",624.99
"14099","SOX10",43.48
"14100","COMTD1",366.105
"14101","LSG1",470.145
"14102","LCMT2",178.15
"14103","SPRR2B",0
"14104","SELPLG",105.915
"14105","RHBDL1",59.13
"14106","RNLS",260.385
"14107","ERMN",1.22
"14108","KDELC1",65.06
"14109","C11orf45",40.265
"14110","MUC17",0
"14111","MANEA",137.14
"14112","PTGER2",158.245
"14113","SALL1",10.915
"14114","LEPRE1",395.185
"14115","TMEM210",15.29
"14116","TARBP2",497.01
"14117","GARS",1051.815
"14118","CTSL",2156.295
"14119","MRM1",112.38
"14120","CLN3",1188.14
"14121","CHCHD7",857.145
"14122","LRRN2",25.26
"14123","PRKAB2",223.415
"14124","MAP1LC3A",1498.26
"14125","PRDM4",288.015
"14126","ADAM11",24.46
"14127","ING1",326.425
"14128","SRSF10",1317.8
"14129","FAM209A",2.87
"14130","SLIT2",190.635
"14131","COL4A5",605.855
"14132","SPDYE3",73.03
"14133","SCTR",0.665
"14134","SOCS5",222.635
"14135","PTBP2",308.76
"14136","MCOLN2",22.675
"14137","PEX14",660.68
"14138","CMYA5",89.26
"14139","GCNT1",140.54
"14140","DUSP14",288.015
"14141","ARHGAP19-SLIT1",22.51
"14142","AP2B1",1383.365
"14143","DDX31",155.51
"14144","CDH2",57.135
"14145","NEURL1B",346.97
"14146","GJB1",514.575
"14147","PTPLA",452.58
"14148","CYYR1",233.03
"14149","RIT2",1.1
"14150","FBLN5",1123.615
"14151","PRMT3",160.46
"14152","CD164L2",82.875
"14153","DDX3Y",705.73
"14154","UBE3C",601.605
"14155","SBSPON",286.105
"14156","PRDM1",72.01
"14157","ADRA1A",120.52
"14158","DENND6B",203.375
"14159","MAF",504.255
"14160","CDH13",97.735
"14161","CCDC171",37.455
"14162","EPPK1",63.91
"14163","MRPL53",2126.595
"14164","CPA1",13.025
"14165","RPL3",82380.605
"14166","ZNF430",130.15
"14167","IRAK4",236.215
"14168","SLMO2",665.3
"14169","ZNF607",77.25
"14170","TAX1BP3",2609.365
"14171","HNRNPA3",3914.58
"14172","SYNDIG1L",4.17
"14173","GOLGA8H",2.71
"14174","BTNL3",0
"14175","CASP1",371.23
"14176","INTS5",417.775
"14177","PFAS",206.94
"14178","ERBB2",2171.925
"14179","LCE1F",0
"14180","PLEKHO1",1299.83
"14181","NBAS",612.11
"14182","CCDC93",173.89
"14183","PPARA",177.53
"14184","NUTM2G",3.38
"14185","FAM154B",75.375
"14186","ARHGAP36",1.96
"14187","AL021546.6",3.015
"14188","FAM213B",481.71
"14189","CELSR1",221.12
"14190","ZNF626",183.82
"14191","LRFN2",0.83
"14192","RRP15",157.72
"14193","BOC",640.37
"14194","CERS6",306.635
"14195","CDC25B",237.045
"14196","ASPH",1179.36
"14197","CCDC134",85.52
"14198","LAPTM4A",6816.415
"14199","DOHH",230.52
"14200","MUSTN1",239.61
"14201","MS4A4A",86.48
"14202","PLIN1",15.465
"14203","LRRC23",294.09
"14204","NCDN",486.75
"14205","MSTN",4.21
"14206","RNF20",599.49
"14207","RP11-81K2.1",0
"14208","ZDHHC8",593.28
"14209","MRPS14",676.94
"14210","DVL1",703.28
"14211","AL441883.1",7.37
"14212","COMP",80.605
"14213","HNRNPDL",3795.125
"14214","ZMYM5",219.555
"14215","TAF7",1936.71
"14216","LGALS9",718.145
"14217","ALS2CL",129.7
"14218","RGS20",1.53
"14219","HNRNPH2",1662.49
"14220","BCKDHB",384.38
"14221","SLC28A3",0.99
"14222","TAF1C",561.255
"14223","GLO1",4210.26
"14224","ZNF416",79.45
"14225","KRT73",0
"14226","C1orf170",61.035
"14227","CES5A",0.23
"14228","CHMP1B",881.23
"14229","HIST1H4H",316.49
"14230","TNFRSF10C",49.74
"14231","ATAT1",263.115
"14232","HSPB7",656.255
"14233","C10orf95",13.075
"14234","COL5A1",511.195
"14235","AMZ1",1.78
"14236","ZSCAN2",183.82
"14237","RGS13",30.56
"14238","VWA9",730.65
"14239","BRF1",462.045
"14240","DYNC1LI1",644.83
"14241","EXOC5",403.5
"14242","MRPL54",2469.025
"14243","SMARCD3",964.415
"14244","SEPT6",601.605
"14245","ABCC3",222.7
"14246","SETDB2",147.595
"14247","IPO11",315.27
"14248","REEP1",142.53
"14249","AKAP17A",308.775
"14250","MTSS1L",947.915
"14251","GLI4",347.5
"14252","LMNA",3794.395
"14253","PRPF19",2701.35
"14254","SARS2",490.14
"14255","CELA3A",0
"14256","MISP",209.395
"14257","ID1",3397.93
"14258","ZFAND5",3337.56
"14259","SOWAHC",193.685
"14260","BCL6",627.8
"14261","HIST1H3G",1.525
"14262","TSKU",931.53
"14263","CYP2F1",0
"14264","KLHL24",346.365
"14265","TRPC4AP",1225.25
"14266","ZC3H12A",313.13
"14267","GDNF",19.97
"14268","LCE5A",0
"14269","BSPRY",212.865
"14270","SP3",705.73
"14271","HLA-A",14114.66
"14272","GPR56",1745.2
"14273","TREML4",0
"14274","NSMCE1",2384.37
"14275","TMEM80",854.15
"14276","COL9A3",65.05
"14277","CSRNP2",253.23
"14278","KIF4A",5.92
"14279","MYT1",2.085
"14280","HIST1H3J",0
"14281","LHX8",0
"14282","STAG2",735.77
"14283","SSR1",1825.68
"14284","CCSAP",76.445
"14285","FCGR3B",23.675
"14286","ZNF136",158.245
"14287","SRGAP2",366.105
"14288","TNNI1",14.135
"14289","WTAP",1769.745
"14290","STS",164.46
"14291","PARN",627.17
"14292","FGF9",4.905
"14293","ZBTB43",113.165
"14294","HIST1H3F",0
"14295","ZNF347",93.68
"14296","MYLK3",4.15
"14297","PDCD2L",169.07
"14298","HIST1H2AG",21.475
"14299","PSMG1",676.97
"14300","TCF12",651.58
"14301","ZNF689",127.89
"14302","RTFDC1",2319.15
"14303","FXYD3",27174.14
"14304","DOCK4",137.145
"14305","HSPB3",39.645
"14306","RFX7",105.52
"14307","C11orf91",0
"14308","C4orf46",68.31
"14309","CNNM1",46.35
"14310","PALD1",81.745
"14311","RAET1L",1.58
"14312","CAPNS1",8963.67
"14313","PIP5K1C",720.58
"14314","PABPC1L",145.02
"14315","SMIM10",267.73
"14316","AKT1",3280.18
"14317","PSENEN",2376.25
"14318","BPIFB4",0
"14319","BEST1",56.895
"14320","EML4",305.565
"14321","KCNA3",3.69
"14322","TUBA1A",4024.66
"14323","YLPM1",686.4
"14324","GTF2E2",475.09
"14325","FKBP14",169.075
"14326","HLA-DPA1",4450.375
"14327","HSPA4L",94.03
"14328","NINJ1",1832.055
"14329","C12orf75",2537.98
"14330","TRPM6",12.835
"14331","INSIG1",1112.485
"14332","PRPH2",20.735
"14333","HUWE1",1519.15
"14334","SRR",221.88
"14335","CTB-186H2.3",12.69
"14336","PER1",2148.87
"14337","ZHX1",481.73
"14338","WISP3",14.78
"14339","SLC4A1AP",340.325
"14340","TP53TG3C",3.125
"14341","A2M",4655.43
"14342","DCST2",27.95
"14343","STAM",297.17
"14344","BRINP3",122.745
"14345","TP53INP1",481.71
"14346","KNSTRN",235.4
"14347","NUTF2",1851.18
"14348","TTC30B",75.905
"14349","CHAC2",45.695
"14350","IWS1",603.67
"14351","YWHAH",1628.295
"14352","MIDN",781.645
"14353","NKAIN3",2.72
"14354","METAP1D",103.69
"14355","ZNF408",186.4
"14356","ANK3",481.71
"14357","ANKRD55",2.12
"14358","ZCWPW1",166.73
"14359","BCL7A",175.07
"14360","SYNE4",549.92
"14361","COL12A1",425.09
"14362","RPRD2",392.475
"14363","TMCO4",878.17
"14364","ABL2",78.9
"14365","RAB6A",1617
"14366","CNTNAP3",42.59
"14367","NPIPB6",10.71
"14368","EVC",221.88
"14369","FMNL1",174.46
"14370","PPM1A",1143.21
"14371","FBXO46",250.615
"14372","ZGLP1",56.09
"14373","CYR61",2711.14
"14374","SH3BP5",450.16
"14375","GANAB",4152.28
"14376","MCOLN3",13.085
"14377","PHLDB3",569.075
"14378","MED1",288.015
"14379","KIAA0430",669.92
"14380","UBE3B",495.3
"14381","SPIN1",1066.48
"14382","CETN2",1674.06
"14383","XAGE1A",0
"14384","KIAA0825",20.04
"14385","RHBDD3",705.76
"14386","LBX1",0
"14387","H2AFB1",0
"14388","CECR2",17.965
"14389","RAD51C",718.08
"14390","LCN10",50.27
"14391","IL13",0.84
"14392","IKBIP",201.955
"14393","BEND7",142.515
"14394","ONECUT2",1.34
"14395","RNF186",5.575
"14396","ZFP1",136.665
"14397","NMT2",307.69
"14398","YAP1",1345.57
"14399","MTHFD1L",160.735
"14400","LRRC37A",30.67
"14401","RIN2",512.925
"14402","ABHD12",1336.205
"14403","LDB1",1199.98
"14404","TFG",1685.71
"14405","FBXO22",502.205
"14406","OAT",2156.295
"14407","C5AR2",4.82
"14408","KIAA0368",995.025
"14409","RPS6KA1",748.61
"14410","TMEM136",149.12
"14411","MAD2L1",91.41
"14412","C10orf99",12.61
"14413","AAR2",751.22
"14414","MRPL33",4210.15
"14415","COL25A1",7.375
"14416","TLX1",0
"14417","FCGR3A",189.705
"14418","SLC35A2",571.065
"14419","DDX54",1030.145
"14420","C4orf29",113.165
"14421","RPF2",473.46
"14422","CHRNE",12.885
"14423","CAPRIN1",2082.91
"14424","FSD1",6.865
"14425","CHDC2",0
"14426","PRODH2",0
"14427","BARD1",63.445
"14428","ARL15",363.7
"14429","GNPNAT1",480.14
"14430","FKBP1B",264.95
"14431","NLRP14",1.465
"14432","AVPI1",525.41
"14433","EMX2",14.45
"14434","CHML",36.79
"14435","DDX21",434.065
"14436","RNF180",149.685
"14437","MS4A12",0
"14438","MAP2K3",783.16
"14439","FRMD6",731.385
"14440","RP11-1070N10.3",2.445
"14441","CNIH2",12.045
"14442","DTX2",493.57
"14443","EBLN2",9.775
"14444","LPXN",210.58
"14445","KRTCAP3",1535.05
"14446","RP11-1026M7.2",2.305
"14447","SDF2L1",991.61
"14448","KLHDC2",1221.335
"14449","LINGO2",6.41
"14450","BTBD1",743.45
"14451","SBK3",1.17
"14452","WIZ",523.575
"14453","EXOSC2",450.955
"14454","YEATS2",254.115
"14455","LAMA4",475.09
"14456","ETNK1",345.14
"14457","RP11-831H9.11",0
"14458","TNFRSF10D",68.79
"14459","C5orf51",277.21
"14460","SERPINB1",728.11
"14461","CTSZ",2946.095
"14462","FAM156A",166.735
"14463","ALOXE3",3.515
"14464","EIF2B3",519.975
"14465","KIAA1257",16.945
"14466","ZBTB7C",110.825
"14467","C10orf32",710.645
"14468","TCAP",27.55
"14469","SLC6A1",10.71
"14470","HSPA5",5274.45
"14471","OXCT2",29.805
"14472","MED20",353.59
"14473","GDPD5",134.805
"14474","HAUS8",134.3
"14475","PUS7L",73.8
"14476","SHROOM2",159.9
"14477","WDR1",4328.55
"14478","CEP19",44.25
"14479","MYO9B",918.695
"14480","PIP",104.085
"14481","ZNF585B",152.28
"14482","CSGALNACT1",951.13
"14483","C11orf54",759.24
"14484","RHEBL1",8.255
"14485","LIN7B",357.295
"14486","NIN",192.35
"14487","C21orf37",6.815
"14488","ANKRD34A",26.665
"14489","FAM133B",443.18
"14490","C9orf85",306.62
"14491","TMCC1",480.045
"14492","PIF1",22.67
"14493","B3GALT6",236.215
"14494","BCL2L1",1950.05
"14495","PTPMT1",1477.62
"14496","PINX1",203.365
"14497","C8G",9.67
"14498","ATHL1",222.635
"14499","LCE2A",0
"14500","LRRC69",15.455
"14501","HOXA7",135.715
"14502","GPNMB",552.415
"14503","FH",1074.015
"14504","CLYBL",197.095
"14505","DNA2",30.02
"14506","EIF1B",1524.44
"14507","SEC62",2777.39
"14508","ZNF177",35.885
"14509","NAT16",0.35
"14510","UBA2",1251.015
"14511","NBPF10",369.935
"14512","FAIM",455.67
"14513","GRINA",5441.3
"14514","GSDMC",3.58
"14515","COG5",583.125
"14516","NRN1L",25.265
"14517","MCOLN1",384.38
"14518","HIST4H4",95.01
"14519","TTC21A",77.255
"14520","ARHGAP24",97.36
"14521","IPO7",816.465
"14522","MED15",1012.415
"14523","RGCC",998.465
"14524","C9orf116",119.695
"14525","UNC5CL",12.41
"14526","IL17RA",142.015
"14527","TTYH1",45.21
"14528","ASPHD1",55.105
"14529","ZP3",186.42
"14530","ZNF766",235.4
"14531","AACS",388.37
"14532","RNF31",1030.12
"14533","NCOA7",409.305
"14534","APBB2",209.84
"14535","TTLL6",5.82
"14536","ACR",9.52
"14537","DLX1",3.79
"14538","SAG",0.395
"14539","MICAL2",309.83
"14540","CCL26",5.895
"14541","LRRTM2",1.705
"14542","TRAPPC12",1508.8
"14543","RB1",416.38
"14544","VWA3B",2.56
"14545","SYT13",54.14
"14546","P2RY12",20.94
"14547","PLCD4",69.52
"14548","TMPRSS4",64.355
"14549","FUT11",243.725
"14550","SLC12A3",3.115
"14551","GRIN2C",3.085
"14552","C6orf203",425.15
"14553","VEZT",780.44
"14554","CSMD2",4.62
"14555","ARHGAP21",333.3
"14556","RPS29",77166.285
"14557","NTN5",15.745
"14558","PEX16",735.74
"14559","POR",1916.77
"14560","ANKS1B",56.28
"14561","YBX1",8932.49
"14562","ADAP2",56.305
"14563","VEGFB",2905.38
"14564","E2F5",118.43
"14565","C6orf25",6.085
"14566","KIR3DL2",0.96
"14567","CPN1",0
"14568","MYH2",2.825
"14569","NDUFAF3",2966.455
"14570","POLR3H",730.65
"14571","TMEM237",527.225
"14572","ACKR2",18.03
"14573","ABCB11",0.335
"14574","MBNL3",93.03
"14575","FZD6",339.175
"14576","DDX19B",658.395
"14577","TFR2",4.925
"14578","GTF2IRD1",438.595
"14579","CCDC17",18.905
"14580","SHISA2",18.63
"14581","AATF",746.02
"14582","RPS27",146444.06
"14583","PSMC1",2271.4
"14584","VNN1",5.965
"14585","KLF15",349.97
"14586","TFE3",718.095
"14587","PLA2G4E",1.065
"14588","MOB3B",47.005
"14589","CEACAM19",97.035
"14590","ZNF486",65.965
"14591","QPRT",253.24
"14592","USH1C",3.99
"14593","LRRC40",165.57
"14594","SH2D1B",3.13
"14595","REPS2",363.565
"14596","NT5DC4",0
"14597","LYPD2",0
"14598","NAP1L1",7803.195
"14599","SMARCD1",728.185
"14600","AL590822.1",9.27
"14601","BRPF1",226.55
"14602","CLCN5",31.005
"14603","DCXR",8305.36
"14604","NAV1",95.345
"14605","PHLDA1",239.01
"14606","IRX3",769.705
"14607","ARHGAP10",483.395
"14608","BBS5",148.09
"14609","SERPINB9",67.375
"14610","JHDM1D",99.095
"14611","C1orf195",0
"14612","NAIF1",210.575
"14613","RTKN",478.375
"14614","FBXO8",466.895
"14615","ZC3H7A",799.675
"14616","PDCL",279.165
"14617","CEP112",195.725
"14618","RSL1D1",2485.67
"14619","LSM7",2311.8
"14620","TVP23C",153.89
"14621","CCNA1",3.945
"14622","CDK2AP1",3349.13
"14623","DMGDH",45.37
"14624","PRSS22",475.2
"14625","PNLIPRP1",0
"14626","ATP6AP1",3703.535
"14627","IPO5",1104.13
"14628","TNNC1",136.2
"14629","ZC4H2",210.605
"14630","NPCDR1",0
"14631","TIMM13",2040.91
"14632","CCDC113",62.58
"14633","C10orf2",119.68
"14634","SMIM2",0
"14635","AL357673.1",54.335
"14636","SHANK3",111.65
"14637","VNN3",4.14
"14638","FURIN",1715.21
"14639","ITFG1",1204.16
"14640","CFH",488.8
"14641","MPV17",1668.275
"14642","IQCF1",0
"14643","C11orf65",16.39
"14644","SOWAHD",5.73
"14645","GLI3",114.76
"14646","MARVELD3",262.2
"14647","COPZ1",3914.58
"14648","RANGRF",1015.95
"14649","EEF1E1-BLOC1S5",0
"14650","PNISR",1112.06
"14651","PTPN20A",9.74
"14652","PPP3CA",1806.82
"14653","MROH8",67.835
"14654","HCRTR1",0.805
"14655","C2orf72",170.355
"14656","LFNG",542.805
"14657","ALPL",141.04
"14658","SLC2A10",906.075
"14659","PCSK2",19.895
"14660","TRIM13",633.73
"14661","GATSL3",454.095
"14662","BFAR",748.61
"14663","RNF113A",314.185
"14664","RARS2",640.4
"14665","PRKACB",593.28
"14666","LY6E",3467.35
"14667","CNOT4",248.865
"14668","HMMR",13.37
"14669","GIT2",336.825
"14670","AKAP6",26.57
"14671","LTC4S",166.735
"14672","KIAA1524",42.71
"14673","AGRP",0
"14674","PDAP1",3268.85
"14675","CDC20",26.86
"14676","CYP3A4",0.945
"14677","H2AFY2",523.575
"14678","RPS15",39511.86
"14679","FEZF1",0
"14680","SSX2B",0
"14681","SEC23IP",527.225
"14682","OARD1",836.555
"14683","NUP43",307.72
"14684","CD300LG",26.425
"14685","CDKAL1",145.525
"14686","C22orf39",887.365
"14687","ALDH1L1",318.765
"14688","SPICE1",161.58
"14689","TNNI2",27.94
"14690","MIEF2",315.27
"14691","SPINK4",0
"14692","ZNF185",615.07
"14693","CTSW",66.885
"14694","MTMR1",307.69
"14695","REM2",8.545
"14696","CST2",14.295
"14697","RAB3IL1",126.565
"14698","AOC3",1340.97
"14699","TM7SF3",1286.18
"14700","PHTF1",148.09
"14701","DAZL",0.42
"14702","CCDC88B",193.715
"14703","IRS2",346.42
"14704","TLR1",52.085
"14705","PTPN3",260.405
"14706","SLC20A2",669.94
"14707","RFC4",237.86
"14708","TNFSF18",2.085
"14709","TREX1",1175.295
"14710","SMIM5",37.86
"14711","RRP8",543.97
"14712","FBXO39",2.36
"14713","XPA",413.495
"14714","HNMT",1216.75
"14715","STXBP1",309.845
"14716","LYG2",1.01
"14717","LRRTM1",8.725
"14718","SYNC",319.73
"14719","FZD7",509.255
"14720","TXLNG",172.05
"14721","SLC26A6",216.52
"14722","SLC25A11",1583.745
"14723","CYBRD1",1383.365
"14724","XPR1",185.11
"14725","SLFN5",220.37
"14726","FAM181A",0
"14727","GRM7",7.51
"14728","GLA",426.605
"14729","EPS8L3",3.895
"14730","FAM90A1",9.455
"14731","BASP1",2163.98
"14732","TRIM59",44.73
"14733","VAX1",0
"14734","FAM213A",2442.97
"14735","COPRS",2068.415
"14736","LECT1",6.295
"14737","CTD-2116N17.1",1.07
"14738","C21orf49",32.36
"14739","LRRC32",431.06
"14740","ANKHD1-EIF4EBP3",238.69
"14741","FHIT",168.485
"14742","TP53I11",1369.04
"14743","NANOG",1.27
"14744","ADAMTS10",150.695
"14745","TMEM37",112.77
"14746","HSD11B1L",201.25
"14747","C19orf53",3781.375
"14748","ZNF511",957.885
"14749","ANKRD32",50.625
"14750","GRIA1",1.725
"14751","LGR4",396.555
"14752","NLRP3",24.75
"14753","RBM12B",139.625
"14754","CPE",6746.02
"14755","ATP7A",132.44
"14756","FLNA",35870.6
"14757","SEC24A",228.925
"14758","KCNH1",4.37
"14759","AIP",1745.2
"14760","ARHGEF18",429.54
"14761","PCDHGA9",53.205
"14762","NOXA1",165.59
"14763","SYPL2",47.35
"14764","PHF23",944.55
"14765","GSTK1",3291.59
"14766","MED12L",14.505
"14767","TH",4.405
"14768","CCDC180",40.22
"14769","VPRBP",392.44
"14770","CEL",57.77
"14771","VEPH1",31.075
"14772","EPB41L3",371.25
"14773","TMEM213",6.95
"14774","HOXC8",0.955
"14775","RABIF",157.69
"14776","SLC26A10",41.105
"14777","PAX2",1.025
"14778","ALDOA",29028.19
"14779","IL10RA",98.385
"14780","SIRPG",16.815
"14781","NEK2",6.57
"14782","DDX20",141.025
"14783","ANKRD18A",28.16
"14784","APH1B",369.935
"14785","GAB1",192.34
"14786","C2orf82",23.095
"14787","RELA",1545.73
"14788","PLEK",68.55
"14789","MARCH9",299.25
"14790","HERC3",743.595
"14791","AK1",1163.665
"14792","C19orf52",323.03
"14793","PPP1R13B",672.255
"14794","LRCH4",884.305
